Unnamed: 0,n_pets,labels,thresholds,coords,x_min,x_max,y_min,y_max,pet_ratio
1973,1,['cat'],[0.9262884],"[(17.83152, 77.22609, 1012.9873, 689.0641)]",17.83152008,1012.987305,77.22608948,689.0640869,0.809757408
1974,1,['dog'],[0.9305069],"[(9.085127, 0.0, 399.1688, 644.03217)]",9.085126877,399.1687927,0,644.0321655,0.861316872
1975,1,['cat'],[0.9114304],"[(122.16226, 0.0, 618.96027, 554.9757)]",122.162262,618.9602661,0,554.975708,0.501967432
1976,1,['cat'],[0.9029703],"[(230.84138, 274.3832, 673.74493, 891.55005)]",230.8413849,673.7449341,274.3832092,891.5500488,0.395444155
1977,1,['dog'],[0.90349656],"[(89.72903, 105.90437, 316.5557, 394.86237)]",89.72902679,316.5556946,105.9043732,394.8623657,0.224975995
1978,2,"['cat', 'cat']","[0.9176901, 0.8914761]","[(566.2733, 55.873352, 925.83093, 959.3121), (16.898941, 0.0, 496.10498, 953.3031)]",566.2733154,496.1049805,55.87335205,953.3031006,0.848498264
1979,2,"['cat', 'cat']","[0.91175663, 0.7344939]","[(238.77266, 166.34912, 581.56244, 709.19025), (2.5343313, 180.56305, 209.14761, 557.7144)]",238.7726593,209.1476135,180.5630493,557.7144165,0.345420326
1980,1,['cat'],[0.90646577],"[(37.031754, 8.014435, 957.8064, 952.00586)]",37.03175354,957.8063965,8.014434814,952.0058594,0.942361111
1981,1,['dog'],[0.9309479],"[(157.26704, 301.7093, 412.30673, 537.7932)]",157.2670441,412.3067322,301.7092896,537.7932129,0.087065972
1982,1,['cat'],[0.900009],"[(340.1214, 45.300385, 977.8221, 680.65894)]",340.1213989,977.8220825,45.30038452,680.6589355,0.329178874
1983,1,['cat'],[0.93716043],"[(30.165987, 15.775402, 323.89893, 258.60498)]",30.16598701,323.8989258,15.77540207,258.6049805,0.768356643
1984,1,['cat'],[0.9239825],"[(3.4129715, 40.646484, 719.3383, 939.80365)]",3.412971497,719,40.64648438,939.8036499,0.931255787
1985,3,"['cat', 'cat', 'cat']","[0.81865615, 0.8041985, 0.5334183]","[(306.3505, 193.43655, 665.26624, 763.4874), (3.3117943, 463.11804, 279.14413, 780.1355), (204.81926, 474.37582, 543.3742, 778.5789)]",306.3504944,279.1441345,474.375824,763.4874268,0.439648438
1986,1,['dog'],[0.88844895],"[(38.915684, 315.02206, 437.55746, 595.9466)]",38.91568375,437.5574646,315.0220642,595.9465942,0.256332599
1987,1,['cat'],[0.8993479],"[(7.393665, 112.763504, 673.57544, 930.85376)]",7.393664837,673.5754395,112.763504,930.8537598,0.790096313
1988,1,['cat'],[0.898791],"[(294.62344, 117.99722, 1112.4869, 1029.306)]",294.6234436,1112.486938,117.9972229,1029.30603,0.455332031
1989,1,['dog'],[0.94766414],"[(66.380424, 202.0984, 687.2978, 826.90576)]",66.3804245,687.2977905,202.0984039,826.9057617,0.560625
1990,2,"['dog', 'dog']","[0.931319, 0.49653685]","[(188.9448, 60.14781, 589.3404, 802.2563), (635.63336, 277.2163, 720.0, 430.07547)]",635.6333618,589.3403931,277.2163086,430.07547,0.449286748
1991,1,['dog'],[0.9162483],"[(194.33496, 24.813126, 719.74677, 958.4136)]",194.3349609,719,24.81312561,958.4135742,0.709418403
1992,1,['cat'],[0.867647],"[(0.093579724, 0.0, 655.2394, 639.8678)]",0.093579724,655.2393799,0,639.8677979,0.957942054
1993,1,['dog'],[0.9357839],"[(29.306034, 191.68085, 342.39355, 897.448)]",29.30603409,342.3935547,191.6808472,897.447998,0.520147727
1994,1,['cat'],[0.8767102],"[(144.5924, 332.75443, 1128.8281, 746.4286)]",144.5924072,1128.828125,332.754425,746.4285889,0.331523438
1995,1,['cat'],[0.8972759],"[(105.963745, 72.069176, 391.5476, 649.6539)]",105.9637451,391.5476074,72.06917572,649.6538696,0.565919067
1996,2,"['dog', 'dog']","[0.9444977, 0.92760074]","[(61.722954, 405.89368, 437.0136, 714.1036), (350.09207, 396.764, 644.82446, 671.034)]",350.0920715,437.0136108,405.8936768,671.0339966,0.251579861
1997,1,['dog'],[0.9427347],"[(77.312805, 273.5961, 609.64954, 639.5741)]",77.31280518,609.6495361,273.5960999,639.5740967,0.281701389
1998,1,['cat'],[0.8715544],"[(175.65155, 141.96838, 1278.946, 1169.7883)]",175.6515503,1278.946045,141.9683838,1169.78833,0.692067871
1999,1,['dog'],[0.94502366],"[(18.143303, 120.05878, 720.0, 959.0146)]",18.14330292,719,120.0587769,959,0.852109375
2000,1,['dog'],[0.84626585],"[(437.59973, 109.57681, 1095.7404, 624.9885)]",437.5997314,1095.740356,109.5768127,624.9885254,0.275773112
2001,1,['dog'],[0.9077886],"[(219.27087, 144.95432, 453.92227, 459.09286)]",219.270874,453.9222717,144.9543152,459.092865,0.093727112
2,1,['cat'],[0.90574545],"[(3.1886444, 112.03839, 593.7726, 758.95074)]",3.188644409,593.772583,112.0383911,758.9507446,0.551417824
3,1,['cat'],[0.9071713],"[(60.660484, 45.264084, 623.6305, 960.0)]",60.66048431,623.6304932,45.26408386,959,0.745290799
4,1,['dog'],[0.89207816],"[(7.406227, 130.30458, 345.64206, 420.5464)]",7.406227112,345.6420593,130.3045807,420.5463867,0.336145405
5,1,['dog'],[0.9200577],"[(6.14437, 224.65851, 511.1091, 959.90247)]",6.144370079,511.1091003,224.6585083,959,0.750758495
6,1,['dog'],[0.94858086],"[(34.418404, 269.6396, 513.46106, 842.6444)]",34.41840363,513.4610596,269.6395874,842.6444092,0.397087674
7,1,['dog'],[0.93307906],"[(51.6587, 274.74417, 447.92587, 798.746)]",51.65869904,447.9258728,274.7441711,798.7459717,0.400277778
8,1,['cat'],[0.91788065],"[(143.80962, 338.71448, 718.2352, 626.3353)]",143.8096161,718.2352295,338.7144775,626.3353271,0.239583333
9,1,['dog'],[0.9427668],"[(0.95804673, 11.5472765, 241.12894, 369.65616)]",0.958046734,241.1289368,11.5472765,369.6561584,0.922838318
10,2,"['cat', 'cat']","[0.9129285, 0.33859974]","[(98.98407, 88.93483, 536.2325, 942.16754), (1.3762608, 0.22682762, 190.9327, 130.35976)]",98.98406982,190.9326935,88.93482971,130.3597565,0.571119792
11,1,['dog'],[0.9346067],"[(1.8255157, 41.989655, 621.8718, 800.18616)]",1.825515747,621.8718262,41.98965454,800.1861572,0.680815972
12,4,"['cat', 'cat', 'cat', 'cat']","[0.92449945, 0.9144001, 0.88711154, 0.8716404]","[(485.18958, 2.0666885, 955.20264, 469.67798), (614.22095, 477.69327, 836.72833, 956.67224), (10.137131, 3.0723038, 476.37308, 471.92807), (9.65538, 478.42227, 457.45764, 956.10333)]",614.2209473,457.4576416,478.4222717,469.6779785,0.822547743
13,1,['cat'],[0.8953945],"[(118.96051, 15.125702, 515.2106, 652.0538)]",118.9605103,515.2105713,15.1257019,652.053772,0.365869502
14,2,"['cat', 'cat']","[0.90251553, 0.89508766]","[(397.9468, 176.60402, 706.78015, 532.08563), (172.49034, 26.745438, 443.1073, 504.82782)]",397.9468079,443.1072998,176.6040192,504.8278198,0.324730903
15,1,['cat'],[0.8951653],"[(2.4212215, 0.0, 663.61426, 869.9917)]",2.421221495,663.6142578,0,869.9916992,0.836250848
16,3,"['dog', 'dog', 'cat']","[0.92655444, 0.91773456, 0.6821383]","[(357.1509, 155.97375, 664.18396, 537.5235), (0.36851525, 107.51933, 399.94962, 556.2571), (1.0153353, 106.52999, 399.17685, 556.2009)]",357.1509094,399.1768494,155.9737549,537.5234985,0.544414391
17,1,['cat'],[0.8996418],"[(2.0386283, 202.91966, 474.30957, 791.58344)]",2.03862834,474.3095703,202.9196625,791.5834351,0.507856942
18,1,['cat'],[0.9255593],"[(0.0, 0.27319336, 637.6975, 755.6155)]",0,637.6975098,0.273193359,755.6154785,0.78277181
19,1,['dog'],[0.9486176],"[(0.0, 116.22652, 663.17126, 959.69476)]",0,663.1712646,116.2265167,959,0.808606771
20,1,['dog'],[0.9060692],"[(0.98210907, 300.70334, 524.1592, 879.3997)]",0.98210907,524.1591797,300.7033386,879.3997192,0.438940972
21,1,['dog'],[0.822304],"[(96.377014, 133.91887, 464.99194, 804.3065)]",96.37701416,464.9919434,133.918869,804.3065186,0.35724537
22,1,['cat'],[0.92590755],"[(125.11, 47.613804, 944.6011, 668.9678)]",125.1100006,944.6010742,47.61380386,668.9677734,0.689113716
23,1,['cat'],[0.9000828],"[(104.13998, 139.6258, 719.8328, 955.86914)]",104.1399765,719,139.6257935,955.8691406,0.726041667
24,1,['cat'],[0.9276233],"[(47.96284, 112.58506, 966.87756, 732.1724)]",47.96284103,966.8775635,112.5850601,732.1724243,0.651326017
25,1,['dog'],[0.9239251],"[(140.29031, 76.405975, 521.0379, 714.48193)]",140.2903137,521.0379028,76.40597534,714.4819336,0.351675347
26,1,['cat'],[0.92868364],"[(126.53443, 46.028633, 947.57983, 799.48346)]",126.5344315,947.579834,46.02863312,799.4834595,0.707564208
27,1,['cat'],[0.9301665],"[(0.0, 380.5473, 619.4106, 820.24603)]",0,619.4105835,380.5473022,820.2460327,0.412366764
28,1,['cat'],[0.9298493],"[(2.861, 56.638733, 718.91254, 954.115)]",2.861000061,718.9125366,56.63873291,954.1149902,0.930219907
29,1,['cat'],[0.91203684],"[(291.33032, 352.46582, 718.81146, 939.00665)]",291.3303223,718.8114624,352.4658203,939.0066528,0.362628762
30,1,['dog'],[0.9055301],"[(44.52702, 114.46676, 867.95654, 807.2292)]",44.5270195,867.956543,114.4667587,807.229187,0.651965021
31,1,['dog'],[0.78791636],"[(211.45831, 12.285278, 1203.0017, 952.9712)]",211.458313,1203.001709,12.28527832,952.9711914,0.758854167
32,2,"['dog', 'dog']","[0.9429246, 0.73965037]","[(328.78848, 166.3139, 953.4933, 1074.1082), (1207.0723, 584.08923, 1279.7695, 1105.3894)]",1207.072266,953.4932861,584.0892334,1074.108154,0.424295893
33,1,['dog'],[0.9532862],"[(133.2035, 163.62428, 719.72736, 956.1072)]",133.2035065,719,163.6242828,956.1071777,0.672306134
34,1,['cat'],[0.88817096],"[(4.9310303, 140.50507, 717.3148, 884.7789)]",4.931030273,717.3148193,140.5050659,884.7788696,0.767465278
35,1,['dog'],[0.9323576],"[(70.92651, 341.56894, 481.07794, 622.50977)]",70.92651367,481.0779419,341.5689392,622.5097656,0.224446129
36,2,"['cat', 'dog']","[0.5057171, 0.35257667]","[(170.33464, 339.20773, 269.7739, 388.98267), (171.38344, 338.3525, 269.27798, 389.1101)]",171.3834381,269.2779846,339.2077332,388.982666,0.017307956
37,1,['cat'],[0.88239396],"[(11.005669, 274.53784, 718.4304, 955.5231)]",11.00566864,718.4304199,274.5378418,955.5230713,0.69656684
38,1,['cat'],[0.9160741],"[(114.61796, 170.04355, 547.4825, 747.28296)]",114.6179581,547.4824829,170.0435486,747.282959,0.36145978
39,1,['cat'],[0.85771096],"[(11.6553955, 136.86902, 539.35474, 711.35785)]",11.65539551,539,136.8690186,711.3578491,0.585648148
40,1,['dog'],[0.91725904],"[(53.354347, 94.831505, 263.54883, 524.9149)]",53.35434723,263.5488281,94.83150482,524.914917,0.480718043
41,2,"['cat', 'cat']","[0.8745441, 0.28805056]","[(272.6097, 209.59291, 669.9965, 643.398), (4.4296417, 30.62416, 795.53394, 933.4442)]",272.6097107,669.996521,209.5929108,643.3980103,0.925415889
42,2,"['dog', 'dog']","[0.933759, 0.90213394]","[(240.97614, 49.329437, 479.74338, 449.5599), (33.304676, 70.72247, 204.31242, 402.44833)]",240.9761353,204.3124237,70.72247314,402.4483337,0.661336806
43,6,"['cat', 'cat', 'cat', 'cat', 'cat', 'cat']","[0.88670695, 0.8737273, 0.8196811, 0.7441892, 0.7265139, 0.6167576]","[(95.17666, 235.416, 451.94598, 583.14014), (603.60486, 99.63925, 807.9469, 377.20078), (247.85225, 231.9944, 638.669, 581.9031), (326.24323, 56.725693, 631.5052, 361.4489), (42.07851, 65.7573, 556.2001, 346.61032), (42.67271, 130.05832, 342.78635, 348.75418)]",603.6048584,342.7863464,235.4160004,346.610321,0.603221953
44,1,['dog'],[0.94135296],"[(157.1229, 44.649048, 956.4004, 696.11)]",157.1228943,956.4003906,44.64904785,696.1099854,0.565264757
45,1,['cat'],[0.92091984],"[(7.5445557, 31.766373, 1051.045, 476.14673)]",7.544555664,1051.045044,31.76637268,476.1467285,0.379658081
46,2,"['cat', 'cat']","[0.87435, 0.29412773]","[(130.03523, 280.37888, 378.3934, 574.14294), (79.27263, 182.65326, 450.11227, 656.9709)]",130.0352325,378.3934021,280.3788757,574.1429443,0.339224537
47,1,['cat'],[0.8606131],"[(2.8344269, 0.73091125, 649.0319, 956.08356)]",2.83442688,649.0319214,0.730911255,956.0835571,0.894866898
48,2,"['cat', 'cat']","[0.7244801, 0.70717865]","[(0.14215851, 71.20219, 541.07886, 746.7374), (320.2701, 83.49866, 719.85516, 523.85065)]",320.2701111,541.0788574,83.49865723,523.850647,0.641630498
49,1,['dog'],[0.93820256],"[(193.68417, 260.7871, 528.82513, 865.0739)]",193.6841736,528.8251343,260.7871094,865.0739136,0.293221933
50,3,"['dog', 'dog', 'dog']","[0.8865789, 0.8713063, 0.724137]","[(9.453026, 79.05853, 668.979, 950.14453), (652.5796, 51.58747, 959.1237, 560.2368), (473.2488, 18.044518, 806.05524, 550.48175)]",652.5795898,668.9790039,79.05853271,550.4817505,0.801385634
51,1,['dog'],[0.9274022],"[(104.94098, 165.8541, 629.99286, 955.02686)]",104.940979,629.9928589,165.8540955,955.0268555,0.675048828
52,1,['cat'],[0.7989462],"[(74.37081, 77.215805, 592.18097, 843.008)]",74.37081146,592.1809692,77.21580505,843.0079956,0.624060068
53,1,['cat'],[0.82853216],"[(0.5221662, 46.219044, 486.16168, 723.69135)]",0.522166193,486.1616821,46.21904373,723.6913452,0.868665961
54,1,['dog'],[0.8867641],"[(89.8413, 2.3655396, 796.3746, 952.4002)]",89.84130096,796.3745728,2.365539551,952.4002075,0.869112319
55,1,['cat'],[0.9357826],"[(2.4973984, 1.4415436, 719.67975, 950.0473)]",2.497398376,719,1.441543579,950.0473022,0.984422743
56,1,['cat'],[0.89095885],"[(142.4758, 160.65184, 718.84174, 952.6972)]",142.4757996,718.8417358,160.6518402,952.6972046,0.66
57,1,['dog'],[0.93781835],"[(104.77334, 0.0, 711.6773, 938.9011)]",104.7733383,711.6773071,0,938.901123,0.823735532
58,3,"['dog', 'dog', 'dog']","[0.9346858, 0.932105, 0.92643666]","[(134.03766, 30.755013, 804.4378, 409.54175), (688.1785, 462.48294, 939.5521, 939.43604), (21.324326, 492.3589, 488.44934, 920.8186)]",688.1785278,488.4493408,492.3588867,409.541748,0.622323134
59,1,['cat'],[0.869534],"[(143.05464, 0.0, 931.24493, 736.1475)]",143.0546417,931.2449341,0,736.147522,0.651754891
60,1,['dog'],[0.9437255],"[(231.89862, 43.103516, 907.82587, 656.42487)]",231.8986206,907.8258667,43.10351563,656.4248657,0.445310351
61,1,['cat'],[0.89422673],"[(115.30941, 136.26985, 500.47577, 703.5799)]",115.3094101,500.475769,136.2698517,703.579895,0.315820313
62,1,['dog'],[0.90729284],"[(83.08438, 166.5932, 505.8873, 906.6429)]",83.0843811,505.8872986,166.5932007,906.6428833,0.602391975
63,1,['cat'],[0.9284975],"[(221.12143, 94.56001, 610.1871, 666.4673)]",221.1214294,610.1870728,94.56001282,666.4672852,0.321915509
64,2,"['cat', 'cat']","[0.87342125, 0.7146542]","[(155.09067, 238.85464, 382.44778, 740.3068), (0.64848304, 0.7222252, 385.26627, 136.74472)]",155.0906677,382.4477844,238.8546448,136.7447205,0.370971627
65,1,['cat'],[0.8914476],"[(207.79486, 312.51096, 455.69943, 696.7165)]",207.7948608,455.6994324,312.5109558,696.7164917,0.18423644
66,1,['cat'],[0.91067713],"[(1.9415283, 153.56564, 1096.9303, 979.5969)]",1.94152832,1096.930298,153.5656433,979.5969238,0.642963774
67,1,['cat'],[0.92411023],"[(133.94492, 1.6434631, 568.19385, 939.5526)]",133.9449158,568.1938477,1.643463135,939.5526123,0.590321181
68,1,['cat'],[0.8613468],"[(113.9878, 0.4269104, 625.5771, 901.61755)]",113.9878006,625.5770874,0.4269104,901.6175537,0.667407407
69,1,['dog'],[0.9480009],"[(95.634766, 29.754822, 1176.7919, 1277.4226)]",95.63476563,1176.79187,29.75482178,1277.422607,0.824061767
70,1,['cat'],[0.9095016],"[(0.06429291, 395.99863, 574.2224, 642.47516)]",0.064292908,574.2224121,395.9986267,642.4751587,0.256398293
71,2,"['cat', 'cat']","[0.8952218, 0.66783386]","[(90.54506, 22.458818, 531.18866, 800.38763), (639.0757, 678.78064, 809.18665, 809.603)]",639.0756836,531.1886597,678.7806396,800.3876343,0.556878525
72,2,"['cat', 'cat']","[0.82868266, 0.8204199]","[(22.902708, 238.48917, 429.8998, 859.5541), (278.03467, 246.96288, 466.5944, 952.8688)]",278.034668,429.8998108,246.9628754,859.5540771,0.653354747
73,1,['dog'],[0.9496546],"[(2.5635452, 85.95973, 454.55045, 825.5724)]",2.563545227,454.5504456,85.95973206,825.5723877,0.483912037
74,7,"['dog', 'cat', 'dog', 'dog', 'dog', 'dog', 'cat']","[0.8608895, 0.52926016, 0.5133858, 0.4763937, 0.36062017, 0.31848514, 0.30786768]","[(1.0010033, 258.10498, 275.6395, 770.9755), (140.54276, 157.16347, 480.41226, 512.1277), (178.53497, 435.8291, 508.19284, 926.59625), (136.08752, 157.82121, 480.94308, 524.22455), (168.80496, 515.0032, 397.75726, 836.0446), (486.50146, 252.5513, 539.26495, 399.6948), (178.24031, 451.22104, 515.31165, 926.7426)]",486.5014648,275.6394958,515.0031738,399.6947937,0.680223765
75,1,['dog'],[0.88113517],"[(0.0, 102.192444, 1279.4489, 919.0805)]",0,1279,102.1924438,919.0805054,0.85037679
76,2,"['cat', 'cat']","[0.72341484, 0.5713348]","[(99.78942, 119.42757, 387.09558, 598.14984), (126.11758, 222.36884, 717.14264, 935.08795)]",126.1175766,387.0955811,222.3688354,598.1498413,0.667243924
77,1,['cat'],[0.9194383],"[(2.4058456, 120.591705, 494.62317, 455.84473)]",2.405845642,494.6231689,120.5917053,455.8447266,0.238454861
78,1,['dog'],[0.91361904],"[(126.02871, 98.23313, 427.65985, 750.02423)]",126.0287094,427.6598511,98.23313141,750.024231,0.283929398
79,2,"['dog', 'dog']","[0.86218, 0.59193397]","[(0.28415802, 137.59244, 953.88165, 653.0588), (0.7373064, 100.08602, 228.5277, 579.26953)]",0.737306416,228.5276947,137.5924377,579.2695313,0.629913406
80,2,"['cat', 'cat']","[0.87918395, 0.47039112]","[(3.59729, 229.68143, 678.9562, 948.6158), (0.5349083, 351.80154, 329.40326, 956.45325)]",3.597290039,329.4032593,351.8015442,948.6157837,0.708547454
81,1,['cat'],[0.85976845],"[(60.26349, 0.0, 1228.9827, 1276.904)]",60.26348877,1228.982666,0,1276.904053,0.909648438
82,1,['cat'],[0.92650074],"[(2.8047638, 525.9778, 460.96017, 781.8904)]",2.804763794,460.9601746,525.9777832,781.8903809,0.22617284
83,1,['dog'],[0.90023035],"[(29.517488, 75.14099, 510.0, 725.0)]",29.51748848,509,75.14099121,724,0.845571332
84,1,['dog'],[0.945649],"[(255.4329, 224.13542, 690.7637, 601.2211)]",255.4329071,690.7636719,224.1354218,601.2211304,0.237261285
85,1,['dog'],[0.9130402],"[(239.94008, 148.34372, 611.11646, 789.97675)]",239.9400787,611.1164551,148.3437195,789.9767456,0.344982639
86,1,['cat'],[0.8938273],"[(1.8199576, 20.146854, 522.141, 847.74994)]",1.819957614,522.1409912,20.1468544,847.749939,0.91842664
87,1,['cat'],[0.90072185],"[(0.14321136, 127.56189, 648.4611, 958.79224)]",0.143211365,648.4611206,127.5618896,958.7922363,0.7790625
88,1,['cat'],[0.9015948],"[(149.91464, 203.23741, 716.9705, 960.0)]",149.9146423,716.97052,203.2374115,959,0.620976563
89,5,"['cat', 'cat', 'cat', 'cat', 'cat']","[0.9363998, 0.928672, 0.9259918, 0.92598987, 0.91651714]","[(736.00836, 71.340195, 1178.8141, 571.71405), (106.82471, 81.314804, 541.46277, 556.486), (502.49786, 697.922, 803.1043, 993.27576), (893.2212, 675.7918, 1224.5708, 1011.32056), (81.408966, 705.34314, 381.86703, 1000.2394)]",893.2211914,381.8670349,705.3431396,556.4860229,0.526544126
90,1,['dog'],[0.9374776],"[(76.546326, 88.626114, 578.3489, 907.43463)]",76.54632568,578.348877,88.62611389,907.4346313,0.594817708
91,1,['cat'],[0.9161688],"[(0.0, 296.05518, 1083.6396, 747.4447)]",0,1083.639648,296.0551758,747.4447021,0.397487793
92,1,['cat'],[0.8940586],"[(41.415405, 0.9746399, 423.54803, 634.88293)]",41.41540527,423.5480347,0.974639893,634.8829346,0.788372396
93,1,['cat'],[0.87609804],"[(4.0075073, 0.0, 1276.3076, 948.6802)]",4.007507324,1276.307617,0,948.6801758,0.981328125
94,1,['dog'],[0.9444204],"[(205.9416, 87.65584, 747.7161, 913.9336)]",205.9416046,747.7161255,87.65583801,913.9335938,0.48577691
95,4,"['dog', 'dog', 'dog', 'dog']","[0.93634844, 0.93093777, 0.89208215, 0.8883454]","[(66.596375, 79.41638, 748.3748, 1189.2007), (855.5542, 427.45374, 1274.456, 757.22534), (900.85223, 894.5615, 1267.6465, 1275.104), (867.81714, 7.0761566, 1275.626, 321.90802)]",900.8522339,748.3748169,894.5615234,321.90802,0.709978638
96,1,['dog'],[0.94200975],"[(385.38913, 82.55559, 802.2826, 650.9453)]",385.3891296,802.2825928,82.55558777,650.9453125,0.270754458
97,1,['dog'],[0.9477665],"[(41.73018, 1.7395477, 826.3589, 909.74524)]",41.73017883,826.3588867,1.739547729,909.7452393,0.832375747
98,1,['cat'],[0.931165],"[(229.86726, 329.53604, 540.7328, 509.1115)]",229.8672638,540.7327881,329.5360413,509.1115112,0.082712766
99,3,"['cat', 'cat', 'cat']","[0.88490266, 0.8474531, 0.40857035]","[(0.0, 294.99677, 399.50626, 648.1703), (523.45654, 221.91124, 1027.9944, 682.8757), (145.3416, 465.66513, 986.5354, 694.5048)]",523.456543,399.5062561,465.6651306,648.1702881,0.479224966
100,1,['cat'],[0.8579492],"[(200.7846, 0.36862183, 1266.801, 954.40076)]",200.7846069,1266.801025,0.368621826,954.4007568,0.827607422
101,1,['dog'],[0.92851347],"[(0.43073273, 257.13187, 527.52435, 740.85645)]",0.430732727,527.524353,257.1318665,740.8564453,0.491012731
102,1,['cat'],[0.9428276],"[(87.090935, 133.96835, 534.8738, 693.89264)]",87.09093475,534.8737793,133.9683533,693.8926392,0.481977819
103,2,"['cat', 'cat']","[0.85050905, 0.43350753]","[(192.90546, 285.70413, 556.1454, 706.6837), (63.08883, 48.873047, 666.2891, 935.3724)]",192.9054565,556.1453857,285.7041321,706.6837158,0.773815104
104,1,['cat'],[0.8786087],"[(252.2331, 0.9004669, 670.7338, 844.72833)]",252.2330933,670.7338257,0.900466919,844.7283325,0.382803819
105,1,['cat'],[0.88118523],"[(1.7688675, 0.0, 536.1014, 695.36145)]",1.768867493,536.1013794,0,695.3614502,0.717255015
106,1,['cat'],[0.9102177],"[(95.80655, 0.0, 717.7724, 937.3096)]",95.80654907,717.7723999,0,937.3095703,0.843191551
107,1,['dog'],[0.87905365],"[(112.756714, 219.82213, 552.3743, 907.76794)]",112.7567139,552.3743286,219.8221283,907.7679443,0.485277521
108,1,['dog'],[0.92410815],"[(0.85684717, 6.1949735, 344.84515, 572.0676)]",0.856847167,344,6.194973469,572,0.984920454
109,1,['dog'],[0.93912035],"[(35.32093, 143.2662, 548.0244, 960.0)]",35.32093048,548.0244141,143.2662048,959,0.606367188
110,2,"['cat', 'cat']","[0.7715393, 0.4993372]","[(157.8877, 187.68367, 544.09863, 931.09485), (425.429, 224.91266, 718.8357, 699.9835)]",425.4289856,544.0986328,224.9126587,699.9835205,0.536137153
111,1,['cat'],[0.9109478],"[(99.5164, 167.57712, 611.5319, 958.1767)]",99.5164032,611.5319214,167.5771179,958.1766968,0.585925926
112,1,['dog'],[0.84888124],"[(96.02802, 9.196964, 477.10962, 715.7004)]",96.02802277,477.1096191,9.196964264,715.7003784,0.69183642
113,2,"['cat', 'cat']","[0.87739724, 0.27681312]","[(135.68106, 4.572281, 640.548, 817.02246), (175.68874, 377.03842, 541.75085, 891.7085)]",175.688736,541.7508545,377.0384216,817.0224609,0.633172743
114,2,"['cat', 'cat']","[0.9303158, 0.91593176]","[(593.7063, 66.895294, 1006.28455, 375.531), (428.06516, 405.95947, 766.24963, 819.83374)]",593.7062988,766.2496338,405.9594727,375.5310059,0.217731934
115,2,"['dog', 'dog']","[0.93965226, 0.88345253]","[(149.6695, 305.77164, 390.43097, 544.3748), (0.374444, 227.15375, 77.98838, 397.71082)]",149.6694946,77.98838043,305.771637,397.7108154,0.17399427
116,2,"['dog', 'dog']","[0.93922526, 0.92918384]","[(492.19208, 250.56607, 918.8991, 868.911), (187.81755, 176.04828, 481.99786, 862.07465)]",492.1920776,481.9978638,250.5660706,862.074646,0.378378906
117,1,['dog'],[0.93158346],"[(84.635124, 186.69362, 660.5078, 771.1866)]",84.63512421,660.5078125,186.6936188,771.1865845,0.4875
118,1,['cat'],[0.9299036],"[(92.39351, 116.71065, 403.9273, 542.07367)]",92.39350891,403.9273071,116.7106476,542.0736694,0.454341564
119,1,['cat'],[0.870299],"[(111.82737, 0.5313721, 642.4303, 946.88324)]",111.8273697,642.4302979,0.53137207,946.8832397,0.587928371
120,1,['cat'],[0.9114837],"[(18.346899, 3.9991608, 667.1913, 847.05414)]",18.34689903,667.1912842,3.999160767,847.0541382,0.851610697
121,1,['cat'],[0.89630777],"[(47.152527, 94.376526, 1158.1023, 1052.7886)]",47.15252686,1158.102295,94.37652588,1052.788574,0.684373714
122,1,['dog'],[0.91419727],"[(137.70909, 318.62466, 524.6783, 685.2222)]",137.7090912,524.6782837,318.6246643,685.222229,0.205481771
123,1,['cat'],[0.90210956],"[(2.310669, 40.325653, 821.2656, 606.2694)]",2.310668945,821.265625,40.32565308,606.2694092,0.502988281
124,1,['cat'],[0.9026565],"[(2.1694107, 3.7624512, 720.0, 908.4375)]",2.169410706,719,3.762451172,908.4375,0.940089699
125,1,['cat'],[0.9071254],"[(145.05717, 433.0019, 543.75775, 779.1279)]",145.0571747,543.7577515,433.0018921,779.1279297,0.199230324
126,1,['cat'],[0.92635417],"[(206.25018, 271.54395, 476.85333, 759.13025)]",206.2501831,476.8533325,271.5439453,759.130249,0.190625
127,1,['cat'],[0.9207232],"[(256.7124, 41.66931, 594.6745, 608.06226)]",256.7124023,594.6744995,41.66931152,608.0622559,0.155961914
128,1,['cat'],[0.93789935],"[(314.14517, 0.0, 950.14734, 782.33673)]",314.1451721,950.1473389,0,782.336731,0.568532236
129,1,['dog'],[0.93878615],"[(206.15306, 68.852325, 600.1428, 846.1084)]",206.1530609,600.1428223,68.85232544,846.1083984,0.443478009
130,1,['dog'],[0.9326834],"[(2.752945, 91.12697, 700.02515, 860.0189)]",2.752944946,700.0251465,91.12696838,860.0189209,0.776565394
131,1,['cat'],[0.9282031],"[(3.093521, 67.58051, 262.85553, 334.57736)]",3.093521118,262.8555298,67.580513,334.5773621,0.625298394
132,1,['cat'],[0.92743593],"[(211.0407, 257.46832, 647.39276, 948.4896)]",211.0406952,647.3927612,257.4683228,948.489624,0.442636342
133,1,['cat'],[0.90506375],"[(239.87769, 136.81535, 718.6998, 936.19354)]",239.8776855,718.6998291,136.8153534,936.1935425,0.554398148
134,1,['cat'],[0.9061777],"[(306.1586, 0.0, 625.16046, 475.79755)]",306.1585999,625.1604614,0,475.7975464,0.292293596
